year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,4,1430,1240,110,1717,1540,97,AA,1853,N501AA,EWR,DFW,208,1372,12,40,2013-01-04T17:00:00Z
2013,1,4,NA,1245,NA,NA,1550,NA,AA,745,N3BGAA,LGA,DFW,NA,1389,12,45,2013-01-04T17:00:00Z
2013,1,5,1151,1200,-9,1456,1529,-33,DL,863,N702TW,JFK,LAX,344,2475,12,0,2013-01-05T17:00:00Z
2013,1,5,1151,1200,-9,1319,1330,-11,MQ,4601,N9EAMQ,LGA,BNA,130,764,12,0,2013-01-05T17:00:00Z
2013,1,5,1151,1200,-9,1339,1356,-17,US,1443,N737US,JFK,CLT,90,541,12,0,2013-01-05T17:00:00Z
2013,1,5,1155,1200,-5,1241,1306,-25,EV,4193,N14902,EWR,PHL,29,80,12,0,2013-01-05T17:00:00Z
2013,1,5,1155,1200,-5,1443,1448,-5,B6,523,N613JB,EWR,MCO,143,937,12,0,2013-01-05T17:00:00Z
2013,1,5,1155,1200,-5,1250,1300,-10,WN,421,N646SW,EWR,BWI,38,169,12,0,2013-01-05T17:00:00Z
2013,1,5,1155,1200,-5,1300,1313,-13,US,2173,N951UW,LGA,DCA,45,214,12,0,2013-01-05T17:00:00Z
2013,1,5,1156,1200,-4,1314,1315,-1,MQ,4425,N739MQ,JFK,DCA,49,213,12,0,2013-01-05T17:00:00Z
2013,1,5,1158,1205,-7,1329,1345,-16,MQ,4431,N713MQ,LGA,RDU,70,431,12,5,2013-01-05T17:00:00Z
2013,1,5,1200,1200,0,1517,1459,18,UA,954,N855UA,EWR,IAH,237,1400,12,0,2013-01-05T17:00:00Z
2013,1,5,1206,1205,1,1517,1520,-3,AA,743,N426AA,LGA,DFW,226,1389,12,5,2013-01-05T17:00:00Z
2013,1,5,1212,1220,-8,1355,1415,-20,AA,1757,N575AA,LGA,STL,146,888,12,20,2013-01-05T17:00:00Z
2013,1,5,1212,1200,12,1329,1306,23,B6,1174,N324JB,EWR,BOS,41,200,12,0,2013-01-05T17:00:00Z
2013,1,5,1214,1200,14,1533,1545,-12,VX,25,N836VA,JFK,SFO,361,2586,12,0,2013-01-05T17:00:00Z
2013,1,5,1220,1220,0,1530,1531,-1,B6,673,N593JB,JFK,LAX,341,2475,12,20,2013-01-05T17:00:00Z
2013,1,5,1222,1220,2,1333,1350,-17,MQ,3697,N522MQ,EWR,ORD,120,719,12,20,2013-01-05T17:00:00Z
2013,1,5,1223,1225,-2,1338,1348,-10,B6,66,N183JB,JFK,BUF,61,301,12,25,2013-01-05T17:00:00Z
2013,1,5,1225,1225,0,1402,1345,17,WN,408,N760SW,EWR,MDW,122,711,12,25,2013-01-05T17:00:00Z
2013,1,5,1229,1230,-1,1447,1457,-10,EV,4950,N713EV,EWR,ATL,119,746,12,30,2013-01-05T17:00:00Z
2013,1,5,1229,1235,-6,1357,1415,-18,MQ,4404,N840MQ,JFK,RDU,73,427,12,35,2013-01-05T17:00:00Z
2013,1,5,1230,1200,30,1447,1430,17,MQ,4658,N542MQ,LGA,ATL,114,762,12,0,2013-01-05T17:00:00Z
2013,1,5,1232,1235,-3,1520,1504,16,EV,3273,N21129,EWR,ATL,135,746,12,35,2013-01-05T17:00:00Z
2013,1,5,1232,1230,2,1444,1457,-13,UA,641,N586UA,LGA,DEN,233,1620,12,30,2013-01-05T17:00:00Z
2013,1,5,1237,1240,-3,1430,1444,-14,DL,1131,N358NB,LGA,DTW,90,502,12,40,2013-01-05T17:00:00Z
2013,1,5,1239,1245,-6,1339,1350,-11,AA,1850,N3FHAA,JFK,BOS,40,187,12,45,2013-01-05T17:00:00Z
2013,1,5,1239,1240,-1,1549,1540,9,AA,1853,N439AA,EWR,DFW,228,1372,12,40,2013-01-05T17:00:00Z
2013,1,5,1240,1245,-5,1537,1600,-23,AA,2253,N3FXAA,LGA,MIA,158,1096,12,45,2013-01-05T17:00:00Z
2013,1,5,1242,1245,-3,1402,1410,-8,WN,55,N453WN,LGA,MKE,121,738,12,45,2013-01-05T17:00:00Z
2013,1,5,1245,1250,-5,1540,1550,-10,DL,1685,N377NW,LGA,MCO,140,950,12,50,2013-01-05T17:00:00Z
2013,1,5,1253,1259,-6,1401,1419,-18,EV,4212,N22909,EWR,BUF,53,282,12,59,2013-01-05T17:00:00Z
2013,1,5,1254,1215,39,1404,1328,36,EV,4087,N13989,EWR,PWM,49,284,12,15,2013-01-05T17:00:00Z
2013,1,5,1254,1259,-5,1440,1502,-22,US,1437,N186US,LGA,CLT,89,544,12,59,2013-01-05T17:00:00Z
2013,1,5,1257,1252,5,1545,1555,-10,B6,85,N652JB,JFK,FLL,153,1069,12,52,2013-01-05T17:00:00Z
2013,1,5,1308,1200,68,1621,1510,71,AA,3,N329AA,JFK,LAX,346,2475,12,0,2013-01-05T17:00:00Z
2013,1,5,1315,1255,20,1606,1549,17,B6,991,N249JB,JFK,PBI,155,1028,12,55,2013-01-05T17:00:00Z
2013,1,5,1317,1259,18,1439,1418,21,B6,32,N279JB,JFK,ROC,57,264,12,59,2013-01-05T17:00:00Z
2013,1,5,1322,1258,24,1640,1610,30,B6,209,N809JB,JFK,LGB,347,2465,12,58,2013-01-05T17:00:00Z
2013,1,5,1351,1200,111,1707,1533,94,UA,1195,N18223,EWR,SFO,357,2565,12,0,2013-01-05T17:00:00Z
2013,1,5,1356,1240,76,1707,1555,72,AA,2041,N5EHAA,JFK,MIA,156,1089,12,40,2013-01-05T17:00:00Z
2013,1,6,1153,1200,-7,1500,1529,-29,DL,863,N711ZX,JFK,LAX,337,2475,12,0,2013-01-06T17:00:00Z
2013,1,6,1153,1200,-7,1316,1330,-14,MQ,4601,N500MQ,LGA,BNA,124,764,12,0,2013-01-06T17:00:00Z
2013,1,6,1155,1205,-10,1307,1318,-11,EV,4087,N14959,EWR,PWM,49,284,12,5,2013-01-06T17:00:00Z
2013,1,6,1155,1200,-5,1503,1448,15,B6,523,N516JB,EWR,MCO,149,937,12,0,2013-01-06T17:00:00Z
2013,1,6,1156,1200,-4,1309,1315,-6,MQ,4425,N835MQ,JFK,DCA,58,213,12,0,2013-01-06T17:00:00Z
2013,1,6,1158,1200,-2,1503,1510,-7,AA,3,N324AA,JFK,LAX,344,2475,12,0,2013-01-06T17:00:00Z
2013,1,6,1158,1205,-7,1502,1520,-18,AA,743,N577AA,LGA,DFW,217,1389,12,5,2013-01-06T17:00:00Z
2013,1,6,1158,1200,-2,1437,1438,-1,DL,1947,N555NW,LGA,ATL,126,762,12,0,2013-01-06T17:00:00Z
2013,1,6,1200,1200,0,1514,1529,-15,UA,73,N79279,EWR,SFO,355,2565,12,0,2013-01-06T17:00:00Z
2013,1,6,1202,1200,2,1515,1545,-30,VX,25,N847VA,JFK,SFO,353,2586,12,0,2013-01-06T17:00:00Z
2013,1,6,1202,1203,-1,1508,1506,2,UA,1722,N76508,EWR,IAH,220,1400,12,3,2013-01-06T17:00:00Z
2013,1,6,1203,1200,3,1430,1356,34,US,1443,N737US,JFK,CLT,106,541,12,0,2013-01-06T17:00:00Z
2013,1,6,1204,1200,4,1308,1306,2,B6,1174,N334JB,EWR,BOS,42,200,12,0,2013-01-06T17:00:00Z
2013,1,6,1207,1210,-3,1310,1310,0,WN,477,N705SW,EWR,BWI,42,169,12,10,2013-01-06T17:00:00Z
2013,1,6,1215,1220,-5,1518,1531,-13,B6,673,N641JB,JFK,LAX,343,2475,12,20,2013-01-06T17:00:00Z
2013,1,6,1216,1220,-4,1331,1350,-19,MQ,3697,N8EGMQ,EWR,ORD,117,719,12,20,2013-01-06T17:00:00Z
2013,1,6,1216,1216,0,1545,1555,-10,UA,1227,N77430,EWR,PHX,302,2133,12,16,2013-01-06T17:00:00Z
2013,1,6,1217,1205,12,1331,1325,6,WN,644,N463WN,EWR,MDW,116,711,12,5,2013-01-06T17:00:00Z
2013,1,6,1218,1225,-7,1409,1410,-1,EV,4692,N16976,EWR,CMH,86,463,12,25,2013-01-06T17:00:00Z
2013,1,6,1223,1200,23,1449,1408,41,EV,4689,N12126,EWR,CHS,117,628,12,0,2013-01-06T17:00:00Z
2013,1,6,1225,1235,-10,1406,1415,-9,MQ,4404,N839MQ,JFK,RDU,82,427,12,35,2013-01-06T17:00:00Z
2013,1,6,1226,1200,26,1506,1430,36,MQ,4658,N856MQ,LGA,ATL,138,762,12,0,2013-01-06T17:00:00Z
2013,1,6,1228,1230,-2,1511,1500,11,EV,3826,N27962,EWR,ATL,139,746,12,30,2013-01-06T17:00:00Z
2013,1,6,1228,1220,8,1409,1415,-6,AA,1757,N551AA,LGA,STL,140,888,12,20,2013-01-06T17:00:00Z
2013,1,6,1228,1230,-2,1527,1543,-16,UA,1623,N78509,LGA,IAH,223,1416,12,30,2013-01-06T17:00:00Z
2013,1,6,1231,1230,1,1342,1405,-23,WN,283,N219WN,LGA,MKE,119,738,12,30,2013-01-06T17:00:00Z
2013,1,6,1232,1232,0,1422,1429,-7,EV,4135,N13202,EWR,CLT,99,529,12,32,2013-01-06T17:00:00Z
2013,1,6,1234,1240,-6,1427,1445,-18,DL,1131,N358NB,LGA,DTW,95,502,12,40,2013-01-06T17:00:00Z
2013,1,6,1234,1220,14,1530,1517,13,UA,238,N503UA,EWR,MIA,166,1085,12,20,2013-01-06T17:00:00Z
2013,1,6,1237,1245,-8,1334,1350,-16,AA,1850,N3HPAA,JFK,BOS,38,187,12,45,2013-01-06T17:00:00Z
2013,1,6,1239,1240,-1,1530,1540,-10,AA,1853,N471AA,EWR,DFW,208,1372,12,40,2013-01-06T17:00:00Z
2013,1,6,1240,1245,-5,1548,1600,-12,AA,2253,N3HFAA,LGA,MIA,165,1096,12,45,2013-01-06T17:00:00Z
2013,1,6,1243,1250,-7,1444,1449,-5,EV,4893,N600QX,EWR,DTW,95,488,12,50,2013-01-06T17:00:00Z
2013,1,6,1243,1240,3,1551,1555,-4,AA,2041,N615AA,JFK,MIA,164,1089,12,40,2013-01-06T17:00:00Z
2013,1,6,1244,1250,-6,1537,1550,-13,DL,1685,N350NA,LGA,MCO,151,950,12,50,2013-01-06T17:00:00Z
2013,1,6,1245,1250,-5,1556,1603,-7,UA,744,N851UA,EWR,DFW,223,1372,12,50,2013-01-06T17:00:00Z
2013,1,6,1247,1230,17,1440,1427,13,EV,4640,N14570,EWR,DAY,93,533,12,30,2013-01-06T17:00:00Z
2013,1,6,1251,1245,6,1541,1550,-9,AA,745,N3GXAA,LGA,DFW,210,1389,12,45,2013-01-06T17:00:00Z
2013,1,6,1251,1250,1,1503,1520,-17,WN,390,N404WN,LGA,DEN,228,1620,12,50,2013-01-06T17:00:00Z
2013,1,6,1252,1257,-5,1336,1354,-18,EV,4368,N14916,EWR,BDL,28,116,12,57,2013-01-06T17:00:00Z
2013,1,6,1256,1252,4,1610,1555,15,B6,85,N807JB,JFK,FLL,176,1069,12,52,2013-01-06T17:00:00Z
2013,1,6,1300,1259,1,1422,1418,4,B6,32,N198JB,JFK,ROC,57,264,12,59,2013-01-06T17:00:00Z
2013,1,6,1301,1259,2,1356,1404,-8,B6,1006,N274JB,JFK,BOS,38,187,12,59,2013-01-06T17:00:00Z
2013,1,6,1304,1259,5,1510,1502,8,US,1459,N173US,LGA,CLT,98,544,12,59,2013-01-06T17:00:00Z
2013,1,6,1310,1258,12,1636,1610,26,B6,209,N633JB,JFK,LGB,357,2465,12,58,2013-01-06T17:00:00Z
2013,1,6,1332,1225,67,1453,1348,65,B6,66,N229JB,JFK,BUF,65,301,12,25,2013-01-06T17:00:00Z
2013,1,6,1350,1259,51,1504,1436,28,UA,1137,N17104,EWR,ORD,116,719,12,59,2013-01-06T17:00:00Z
2013,1,6,1356,1205,111,1536,1345,111,MQ,4431,N730MQ,LGA,RDU,76,431,12,5,2013-01-06T17:00:00Z
2013,1,7,1150,1200,-10,1245,1304,-19,B6,1174,N206JB,EWR,BOS,38,200,12,0,2013-01-07T17:00:00Z
2013,1,7,1150,1200,-10,1341,1330,11,MQ,4601,N523MQ,LGA,BNA,111,764,12,0,2013-01-07T17:00:00Z
2013,1,7,1151,1200,-9,1259,1305,-6,US,2126,N958UW,LGA,BOS,34,184,12,0,2013-01-07T17:00:00Z
2013,1,7,1153,1200,-7,1425,1510,-45,AA,3,N336AA,JFK,LAX,306,2475,12,0,2013-01-07T17:00:00Z
2013,1,7,1153,1200,-7,1303,1315,-12,MQ,4425,N856MQ,JFK,DCA,46,213,12,0,2013-01-07T17:00:00Z
2013,1,7,1156,1200,-4,1449,1459,-10,UA,1461,N13750,EWR,IAH,213,1400,12,0,2013-01-07T17:00:00Z
2013,1,7,1157,1200,-3,1437,1430,7,MQ,4658,N516MQ,LGA,ATL,106,762,12,0,2013-01-07T17:00:00Z
2013,1,7,1158,1200,-2,1436,1438,-2,DL,1947,N6711M,LGA,ATL,109,762,12,0,2013-01-07T17:00:00Z
2013,1,7,1159,1200,-1,1450,1529,-39,DL,863,N706TW,JFK,LAX,329,2475,12,0,2013-01-07T17:00:00Z
2013,1,7,1200,1200,0,1352,1400,-8,US,1443,N702UW,JFK,CLT,87,541,12,0,2013-01-07T17:00:00Z
2013,1,7,1202,1200,2,1508,1545,-37,VX,25,N841VA,JFK,SFO,348,2586,12,0,2013-01-07T17:00:00Z
2013,1,7,1203,1205,-2,1316,1325,-9,WN,644,N441WN,EWR,MDW,111,711,12,5,2013-01-07T17:00:00Z
2013,1,7,1203,1200,3,1337,1309,28,US,2173,N770UW,LGA,DCA,41,214,12,0,2013-01-07T17:00:00Z
2013,1,7,1205,1210,-5,1314,1323,-9,B6,42,N183JB,JFK,SYR,48,209,12,10,2013-01-07T17:00:00Z
2013,1,7,1207,1210,-3,1301,1310,-9,WN,477,N799SW,EWR,BWI,39,169,12,10,2013-01-07T17:00:00Z
2013,1,7,1213,1200,13,1315,1315,0,EV,4349,N13566,EWR,ORF,47,284,12,0,2013-01-07T17:00:00Z
2013,1,7,1213,1220,-7,1332,1350,-18,MQ,3697,N526MQ,EWR,ORD,114,719,12,20,2013-01-07T17:00:00Z
2013,1,7,1214,1215,-1,1315,1328,-13,EV,4087,N16919,EWR,PWM,46,284,12,15,2013-01-07T17:00:00Z
2013,1,7,1218,1205,13,1407,1345,22,MQ,4431,N722MQ,LGA,RDU,67,431,12,5,2013-01-07T17:00:00Z
2013,1,7,1222,1220,2,1509,1533,-24,B6,209,N559JB,JFK,LGB,322,2465,12,20,2013-01-07T17:00:00Z
2013,1,7,1226,1220,6,1352,1343,9,B6,66,N353JB,JFK,BUF,61,301,12,20,2013-01-07T17:00:00Z
2013,1,7,1226,1221,5,1519,1555,-36,UA,551,N487UA,EWR,SFO,335,2565,12,21,2013-01-07T17:00:00Z
2013,1,7,1227,1235,-8,1403,1415,-12,MQ,4404,N730MQ,JFK,RDU,74,427,12,35,2013-01-07T17:00:00Z
2013,1,7,1229,1235,-6,1527,1606,-39,DL,2174,N386DA,JFK,SLC,277,1990,12,35,2013-01-07T17:00:00Z
2013,1,7,1231,1230,1,1406,1405,1,WN,283,N790SW,LGA,MKE,115,738,12,30,2013-01-07T17:00:00Z
2013,1,7,1231,1235,-4,1531,1535,-4,UA,1186,N24224,EWR,MIA,165,1085,12,35,2013-01-07T17:00:00Z
2013,1,7,1234,1245,-11,1330,1350,-20,AA,1850,N3AVAA,JFK,BOS,34,187,12,45,2013-01-07T17:00:00Z
2013,1,7,1238,1221,17,1418,1418,0,EV,4640,N12924,EWR,DAY,83,533,12,21,2013-01-07T17:00:00Z
2013,1,7,1238,1240,-2,1531,1555,-24,AA,2041,N5CYAA,JFK,MIA,155,1089,12,40,2013-01-07T17:00:00Z
2013,1,7,1239,1245,-6,1533,1550,-17,AA,745,N3DPAA,LGA,DFW,196,1389,12,45,2013-01-07T17:00:00Z
2013,1,7,1239,1245,-6,1553,1600,-7,AA,2253,N3BMAA,LGA,MIA,160,1096,12,45,2013-01-07T17:00:00Z
2013,1,7,1241,1245,-4,1444,1514,-30,EV,4950,N398CA,EWR,ATL,104,746,12,45,2013-01-07T17:00:00Z
2013,1,7,1243,1250,-7,1553,1550,3,DL,1685,N349NW,LGA,MCO,140,950,12,50,2013-01-07T17:00:00Z
2013,1,7,1244,1250,-6,1433,1449,-16,EV,4893,N752EV,EWR,DTW,91,488,12,50,2013-01-07T17:00:00Z
2013,1,7,1244,1205,39,1538,1520,18,AA,743,N466AA,LGA,DFW,194,1389,12,5,2013-01-07T17:00:00Z
2013,1,7,1246,1250,-4,1338,1355,-17,B6,1006,N249JB,JFK,BOS,36,187,12,50,2013-01-07T17:00:00Z
2013,1,7,1249,1251,-2,1548,1602,-14,UA,317,N429UA,LGA,IAH,202,1416,12,51,2013-01-07T17:00:00Z
2013,1,7,1250,1240,10,1447,1445,2,DL,1131,N317NB,LGA,DTW,79,502,12,40,2013-01-07T17:00:00Z
2013,1,7,1250,1253,-3,1535,1555,-20,UA,1641,N35260,EWR,MCO,146,937,12,53,2013-01-07T17:00:00Z
2013,1,7,1251,1250,1,1525,1520,5,WN,390,N260WN,LGA,DEN,233,1620,12,50,2013-01-07T17:00:00Z
2013,1,7,1253,1259,-6,1503,1456,7,US,1459,N184US,LGA,CLT,89,544,12,59,2013-01-07T17:00:00Z
2013,1,7,1255,1259,-4,1410,1420,-10,EV,4158,N13538,EWR,RIC,52,277,12,59,2013-01-07T17:00:00Z
2013,1,7,1258,1259,-1,1355,1408,-13,UA,561,N803UA,EWR,BOS,36,200,12,59,2013-01-07T17:00:00Z
2013,1,7,1259,1259,0,1553,1556,-3,B6,991,N339JB,JFK,PBI,153,1028,12,59,2013-01-07T17:00:00Z
2013,1,7,1300,1217,43,1609,1556,13,UA,1227,N36272,EWR,PHX,287,2133,12,17,2013-01-07T17:00:00Z
2013,1,7,1303,1259,4,1401,1402,-1,EV,4129,N15572,EWR,DCA,47,199,12,59,2013-01-07T17:00:00Z
2013,1,7,1309,1230,39,1531,1459,32,EV,3826,N14904,EWR,ATL,118,746,12,30,2013-01-07T17:00:00Z
2013,1,7,1315,1255,20,1600,1605,-5,UA,1612,N17719,EWR,DFW,205,1372,12,55,2013-01-07T17:00:00Z
2013,1,7,1432,1240,112,1700,1540,80,AA,1853,N4YUAA,EWR,DFW,186,1372,12,40,2013-01-07T17:00:00Z
2013,1,7,1438,1218,140,1645,1415,150,EV,4135,N14143,EWR,CLT,84,529,12,18,2013-01-07T17:00:00Z
2013,1,7,NA,1220,NA,NA,1415,NA,AA,1757,N474AA,LGA,STL,NA,888,12,20,2013-01-07T17:00:00Z
2013,1,8,1151,1200,-9,1419,1430,-11,MQ,4658,N501MQ,LGA,ATL,122,762,12,0,2013-01-08T17:00:00Z
2013,1,8,1152,1200,-8,1321,1330,-9,MQ,4601,N544MQ,LGA,BNA,117,764,12,0,2013-01-08T17:00:00Z
2013,1,8,1153,1200,-7,1259,1315,-16,EV,4349,N13989,EWR,ORF,49,284,12,0,2013-01-08T17:00:00Z
2013,1,8,1153,1200,-7,1258,1305,-7,US,2126,N957UW,LGA,BOS,39,184,12,0,2013-01-08T17:00:00Z
2013,1,8,1153,1200,-7,1301,1309,-8,US,2173,N756US,LGA,DCA,45,214,12,0,2013-01-08T17:00:00Z
2013,1,8,1154,1200,-6,1451,1510,-19,AA,3,N320AA,JFK,LAX,334,2475,12,0,2013-01-08T17:00:00Z
2013,1,8,1154,1200,-6,1259,1304,-5,B6,1174,N229JB,EWR,BOS,42,200,12,0,2013-01-08T17:00:00Z
2013,1,8,1154,1200,-6,1308,1315,-7,MQ,4425,N828MQ,JFK,DCA,53,213,12,0,2013-01-08T17:00:00Z
2013,1,8,1155,1205,-10,1348,1345,3,MQ,4431,N737MQ,LGA,RDU,78,431,12,5,2013-01-08T17:00:00Z
2013,1,8,1155,1200,-5,1338,1400,-22,US,1443,N752US,JFK,CLT,84,541,12,0,2013-01-08T17:00:00Z
2013,1,8,1156,1200,-4,1424,1432,-8,EV,4090,N14993,EWR,JAX,125,820,12,0,2013-01-08T17:00:00Z
2013,1,8,1157,1200,-3,1451,1438,13,DL,1947,N613DL,LGA,ATL,123,762,12,0,2013-01-08T17:00:00Z
2013,1,8,1158,1200,-2,1522,1529,-7,DL,863,N624AG,JFK,LAX,333,2475,12,0,2013-01-08T17:00:00Z
2013,1,8,1159,1200,-1,1529,1459,30,UA,1461,N78509,EWR,IAH,252,1400,12,0,2013-01-08T17:00:00Z
2013,1,8,1204,1205,-1,1315,1325,-10,WN,644,N474WN,EWR,MDW,112,711,12,5,2013-01-08T17:00:00Z
2013,1,8,1207,1210,-3,1305,1310,-5,WN,477,N767SW,EWR,BWI,34,169,12,10,2013-01-08T17:00:00Z
2013,1,8,1212,1220,-8,1337,1350,-13,MQ,3697,N510MQ,EWR,ORD,114,719,12,20,2013-01-08T17:00:00Z
2013,1,8,1212,1212,0,1533,1551,-18,UA,1227,N39450,EWR,PHX,292,2133,12,12,2013-01-08T17:00:00Z
2013,1,8,1221,1221,0,1516,1555,-39,UA,551,N815UA,EWR,SFO,337,2565,12,21,2013-01-08T17:00:00Z
2013,1,8,1227,1218,9,1422,1415,7,EV,4641,N11140,EWR,CLT,86,529,12,18,2013-01-08T17:00:00Z
2013,1,8,1228,1220,8,1343,1343,0,B6,66,N283JB,JFK,BUF,61,301,12,20,2013-01-08T17:00:00Z
2013,1,8,1228,1235,-7,1359,1415,-16,MQ,4404,N835MQ,JFK,RDU,76,427,12,35,2013-01-08T17:00:00Z
2013,1,8,1231,1240,-9,1523,1540,-17,AA,1853,N589AA,EWR,DFW,212,1372,12,40,2013-01-08T17:00:00Z
2013,1,8,1231,1235,-4,1531,1535,-4,UA,1186,N14230,EWR,MIA,164,1085,12,35,2013-01-08T17:00:00Z
2013,1,8,1234,1230,4,1343,1405,-22,WN,283,N443WN,LGA,MKE,115,738,12,30,2013-01-08T17:00:00Z
2013,1,8,1235,1245,-10,1335,1350,-15,AA,1850,N3GTAA,JFK,BOS,38,187,12,45,2013-01-08T17:00:00Z
2013,1,8,1238,1230,8,1521,1459,22,EV,3826,N13914,EWR,ATL,130,746,12,30,2013-01-08T17:00:00Z
2013,1,8,1238,1240,-2,1421,1445,-24,DL,1131,N349NB,LGA,DTW,83,502,12,40,2013-01-08T17:00:00Z
2013,1,8,1239,1245,-6,1353,1406,-13,EV,3263,N13132,EWR,RIC,57,277,12,45,2013-01-08T17:00:00Z
2013,1,8,1239,1245,-6,1538,1550,-12,AA,745,N3BWAA,LGA,DFW,214,1389,12,45,2013-01-08T17:00:00Z
2013,1,8,1240,1245,-5,1558,1600,-2,AA,2253,N3CFAA,LGA,MIA,157,1096,12,45,2013-01-08T17:00:00Z
2013,1,8,1241,1250,-9,1430,1449,-19,EV,4893,N722EV,EWR,DTW,88,488,12,50,2013-01-08T17:00:00Z
2013,1,8,1246,1251,-5,1601,1602,-1,UA,674,N430UA,LGA,IAH,232,1416,12,51,2013-01-08T17:00:00Z
2013,1,8,1248,1250,-2,1544,1550,-6,DL,1685,N371NW,LGA,MCO,141,950,12,50,2013-01-08T17:00:00Z
2013,1,8,1249,1253,-4,1525,1555,-30,UA,1641,N73270,EWR,MCO,138,937,12,53,2013-01-08T17:00:00Z
2013,1,8,1250,1259,-9,1533,1556,-23,B6,991,N249JB,JFK,PBI,147,1028,12,59,2013-01-08T17:00:00Z
2013,1,8,1252,1255,-3,1607,1605,2,UA,1612,N24715,EWR,DFW,236,1372,12,55,2013-01-08T17:00:00Z
2013,1,8,1254,1250,4,1401,1355,6,B6,1006,N281JB,JFK,BOS,44,187,12,50,2013-01-08T17:00:00Z
2013,1,8,1256,1259,-3,1410,1436,-26,UA,1656,N12114,EWR,ORD,115,719,12,59,2013-01-08T17:00:00Z
2013,1,8,1257,1259,-2,1459,1456,3,US,1459,N178US,LGA,CLT,87,544,12,59,2013-01-08T17:00:00Z
2013,1,8,1259,1250,9,1518,1520,-2,WN,390,N462WN,LGA,DEN,233,1620,12,50,2013-01-08T17:00:00Z
2013,1,8,1301,1205,56,1607,1520,47,AA,743,N466AA,LGA,DFW,222,1389,12,5,2013-01-08T17:00:00Z
2013,1,8,1314,1215,59,1418,1328,50,EV,4087,N13566,EWR,PWM,48,284,12,15,2013-01-08T17:00:00Z
2013,1,8,1317,1221,56,1519,1418,61,EV,4640,N11565,EWR,DAY,86,533,12,21,2013-01-08T17:00:00Z
2013,1,8,1328,1220,68,1617,1533,44,B6,209,N766JB,JFK,LGB,334,2465,12,20,2013-01-08T17:00:00Z
2013,1,8,1348,1240,68,1639,1555,44,AA,2041,N5DSAA,JFK,MIA,153,1089,12,40,2013-01-08T17:00:00Z
2013,1,8,1359,1221,98,1754,1555,119,UA,583,N439UA,EWR,SFO,392,2565,12,21,2013-01-08T17:00:00Z
2013,1,9,1143,1200,-17,1242,1304,-22,B6,1174,N324JB,EWR,BOS,41,200,12,0,2013-01-09T17:00:00Z
2013,1,9,1151,1200,-9,1305,1315,-10,MQ,4425,N840MQ,JFK,DCA,59,213,12,0,2013-01-09T17:00:00Z
2013,1,9,1151,1200,-9,1316,1330,-14,MQ,4601,N542MQ,LGA,BNA,123,764,12,0,2013-01-09T17:00:00Z
2013,1,9,1152,1200,-8,1420,1430,-10,MQ,4658,N507MQ,LGA,ATL,122,762,12,0,2013-01-09T17:00:00Z
2013,1,9,1153,1200,-7,1414,1432,-18,EV,4090,N12922,EWR,JAX,125,820,12,0,2013-01-09T17:00:00Z
2013,1,9,1153,1200,-7,1550,1529,21,DL,863,N722TW,JFK,LAX,374,2475,12,0,2013-01-09T17:00:00Z
2013,1,9,1153,1200,-7,1252,1305,-13,US,2126,N958UW,LGA,BOS,40,184,12,0,2013-01-09T17:00:00Z
2013,1,9,1154,1200,-6,1304,1309,-5,US,2173,N762US,LGA,DCA,49,214,12,0,2013-01-09T17:00:00Z
2013,1,9,1156,1200,-4,1432,1438,-6,DL,1947,N669DN,LGA,ATL,124,762,12,0,2013-01-09T17:00:00Z
2013,1,9,1156,1200,-4,1302,1315,-13,EV,4349,N11194,EWR,ORF,49,284,12,0,2013-01-09T17:00:00Z
2013,1,9,1156,1200,-4,1257,1311,-14,EV,4264,N13979,EWR,BTV,45,266,12,0,2013-01-09T17:00:00Z
2013,1,9,1156,1205,-9,1337,1345,-8,MQ,4431,N725MQ,LGA,RDU,72,431,12,5,2013-01-09T17:00:00Z
2013,1,9,1156,1200,-4,1346,1400,-14,US,1443,N751UW,JFK,CLT,91,541,12,0,2013-01-09T17:00:00Z
2013,1,9,1159,1200,-1,1510,1459,11,UA,1461,N16703,EWR,IAH,228,1400,12,0,2013-01-09T17:00:00Z
2013,1,9,1205,1205,0,1510,1520,-10,AA,743,N576AA,LGA,DFW,217,1389,12,5,2013-01-09T17:00:00Z
2013,1,9,1205,1210,-5,1300,1310,-10,WN,477,N708SW,EWR,BWI,40,169,12,10,2013-01-09T17:00:00Z
2013,1,9,1205,1212,-7,1519,1551,-32,UA,1227,N39423,EWR,PHX,300,2133,12,12,2013-01-09T17:00:00Z
2013,1,9,1206,1205,1,1336,1325,11,WN,644,N750SA,EWR,MDW,131,711,12,5,2013-01-09T17:00:00Z
2013,1,9,1207,1215,-8,1310,1328,-18,EV,4087,N12552,EWR,PWM,47,284,12,15,2013-01-09T17:00:00Z
2013,1,9,1207,1200,7,1451,1510,-19,AA,3,N332AA,JFK,LAX,326,2475,12,0,2013-01-09T17:00:00Z
2013,1,9,1211,1221,-10,1405,1418,-13,EV,4640,N19554,EWR,DAY,100,533,12,21,2013-01-09T17:00:00Z
2013,1,9,1212,1220,-8,1343,1350,-7,MQ,3697,N508MQ,EWR,ORD,123,719,12,20,2013-01-09T17:00:00Z
